site,treatment,rep.num,time.rep,method,class,order,family,genus,species,morph,life.stage,count,date.deploy,date.recover,voucher.num,notes,group
TT ,nov,3,1,pitfall,insecta,coleoptera,elateridae,,,1,adult,1,5.18.2023,5.25.2023,,,Elateridae
TT ,nov,3,1,pitfall,acari,astigmata,acaridae,,,1,adult,215,5.18.2023,5.25.2023,,,Non-Oribatid Mites
TT ,nov,3,1,pitfall,acari,oribatida,,,,1,adult,217,5.18.2023,5.25.2023,,,Oribatid Mites
TT ,nov,3,1,pitfall,acari,oribatida,,,,2,adult,22,5.18.2023,5.25.2023,,,Oribatid Mites
TT ,ace,4,1,pitfall,insecta,hymenoptera,formicidae,,,1,adult,5,5.18.2023,5.25.2023,,,Formicidae
TT ,ace,4,1,pitfall,collembola,symphypleona,,,,2,adult,1,5.18.2023,5.25.2023,,,Collembola
TT ,ace,4,1,pitfall,insecta,coleoptera,staphylinidae,,,1,adult,1,5.18.2023,5.25.2023,,,Staphylinidae
TT ,ace,4,1,pitfall,collembola,symphypleona,,,,2,adult,2,5.18.2023,5.25.2023,,,Collembola
TT ,ace,4,1,pitfall,collembola,symphypleona,,,,3,adult,4,5.18.2023,5.25.2023,,,Collembola
TT ,ace,4,1,pitfall,acari,mesostigmata,,,,2,adult,1,5.18.2023,5.25.2023,,,Predatory Mites
TT ,ace,4,1,pitfall,arachnida,araneae,,,,2,adult,1,5.18.2023,5.25.2023,,,Araneae
TT ,ace,4,1,pitfall,collembola,entomobryromorpha,entomobryidae,,,1,adult,4,5.18.2023,5.25.2023,,,Collembola
TT ,ace,4,1,pitfall,acari,astigmata,acaridae,,,1,adult,177,5.18.2023,5.25.2023,,,Non-Oribatid Mites
TT ,ace,4,1,pitfall,acari,oribatida,,,,1,adult,36,5.18.2023,5.25.2023,,,Oribatid Mites
TT ,ace,4,1,pitfall,acari,oribatida,,,,2,adult,5,5.18.2023,5.25.2023,,,Oribatid Mites
TT ,bif,5,1,pitfall,collembola,entomobryromorpha,entomobryidae,,,1,adult,19,5.18.2023,5.25.2023,,,Collembola
TT ,bif,5,1,pitfall,insecta,coleoptera,carabidae,,,1,adult,3,5.18.2023,5.25.2023,,,Carabidae
TT ,bif,5,1,pitfall,insecta,coleoptera,carabidae,,,3,adult,3,5.18.2023,5.25.2023,,,Carabidae
TT ,bif,5,1,pitfall,collembola,symphypleona,,,,3,adult,31,5.18.2023,5.25.2023,,,Collembola
TT ,bif,5,1,pitfall,collembola,symphypleona,,,,2,adult,13,5.18.2023,5.25.2023,,,Collembola
TT ,bif,5,1,pitfall,insecta,hymenoptera,formicidae,,,1,adult,3,5.18.2023,5.25.2023,,,Formicidae
TT ,bif,5,1,pitfall,acari,mesostigmata,,,,2,adult,8,5.18.2023,5.25.2023,,,Predatory Mites
TT ,bif,5,1,pitfall,insecta,coleoptera,carabidae,,,4,adult,1,5.18.2023,5.25.2023,,,Carabidae
TT ,bif,5,1,pitfall,insecta,coleoptera,elateridae,,,1,adult,10,5.18.2023,5.25.2023,,,Elateridae
TT ,bif,5,1,pitfall,insecta,coleoptera,staphylinidae,,,1,adult,3,5.18.2023,5.25.2023,,,Staphylinidae
TT ,bif,5,1,pitfall,collembola,poduromorpha,,,,4,adult,1,5.18.2023,5.25.2023,,,Collembola
TT ,bif,5,1,pitfall,insecta,coleoptera,staphylinidae,,,3,adult,1,5.18.2023,5.25.2023,,,Staphylinidae
TT ,bif,5,1,pitfall,arachnida,araneae,,,,2,adult,1,5.18.2023,5.25.2023,,,Araneae
TT ,bif,5,1,pitfall,acari,astigmata,acaridae,,,1,adult,380,5.18.2023,5.25.2023,,,Non-Oribatid Mites
TT ,bif,5,1,pitfall,acari,oribatida,,,,1,adult,34,5.18.2023,5.25.2023,,,Oribatid Mites
TT ,bif,5,1,pitfall,acari,oribatida,,,,2,adult,8,5.18.2023,5.25.2023,,,Oribatid Mites
TT ,ace,5,2,pitfall,collembola,symphypleona,,,,3,adult,29,5.25.2023,6.1.2023,,,Collembola
TT ,ace,5,2,pitfall,collembola,symphypleona,,,,2,adult,4,5.25.2023,6.1.2023,,,Collembola
TT ,ace,5,2,pitfall,insecta,hymenoptera,formicidae,,,1,adult,11,5.25.2023,6.1.2023,,,Formicidae
TT ,ace,5,2,pitfall,insecta,coleoptera,carabidae,,,1,adult,5,5.25.2023,6.1.2023,,,Carabidae
TT ,ace,5,2,pitfall,insecta,coleoptera,carabidae,,,2,adult,1,5.25.2023,6.1.2023,,,Carabidae
TT ,ace,5,2,pitfall,collembola,entomobryromorpha,entomobryidae,,,1,adult,6,5.25.2023,6.1.2023,,,Collembola
TT ,ace,5,2,pitfall,diplopoda,spirobolida,,,,2,adult,2,5.25.2023,6.1.2023,,,Diplopoda
TT ,ace,5,2,pitfall,acari,mesostigmata,,,,2,adult,8,5.25.2023,6.1.2023,,,Predatory Mites
TT ,ace,5,2,pitfall,collembola,symphypleona,,,,2,adult,1,5.25.2023,6.1.2023,,,Collembola
TT ,ace,5,2,pitfall,insecta,coleoptera,carabidae,,,3,adult,1,5.25.2023,6.1.2023,,,Carabidae
TT ,ace,5,2,pitfall,insecta,coleoptera,staphylinidae,,,4,adult,1,5.25.2023,6.1.2023,,,Staphylinidae
TT ,ace,5,2,pitfall,arachnida,araneae,,,,4,adult,3,5.25.2023,6.1.2023,,,Araneae
TT ,ace,5,2,pitfall,acari,astigmata,acaridae,,,1,adult,742,5.25.2023,6.1.2023,,"did no transfer to ethanol, too many mites",Non-Oribatid Mites
TT ,ace,5,2,pitfall,acari,oribatida,,,,1,adult,68,5.25.2023,6.1.2023,,,Oribatid Mites
TT ,ace,5,2,pitfall,acari,oribatida,,,,2,adult,6,5.25.2023,6.1.2023,,,Oribatid Mites
TT ,nov,4,2,pitfall,insecta,hymenoptera,formicidae,,,1,adult,11,5.25.2023,6.1.2023,,,Formicidae
TT ,nov,4,2,pitfall,collembola,entomobryromorpha,entomobryidae,,,1,adult,7,5.25.2023,6.1.2023,,,Collembola
TT ,nov,4,2,pitfall,arachnida,araneae,,,,1,adult,1,5.25.2023,6.1.2023,,,Araneae
TT ,nov,4,2,pitfall,arachnida,araneae,,,,2,adult,1,5.25.2023,6.1.2023,,,Araneae
TT ,nov,4,2,pitfall,acari,mesostigmata,,,,3,adult,5,5.25.2023,6.1.2023,,,Predatory Mites
TT ,nov,4,2,pitfall,insecta,coleoptera,staphylinidae,,,4,adult,2,5.25.2023,6.1.2023,,,Staphylinidae
TT ,nov,4,2,pitfall,acari,mesostigmata,,,,2,adult,21,5.25.2023,6.1.2023,,,Predatory Mites
TT ,nov,4,2,pitfall,collembola,symphypleona,,,,3,adult,19,5.25.2023,6.1.2023,,,Collembola
TT ,nov,4,2,pitfall,collembola,symphypleona,,,,2,adult,9,5.25.2023,6.1.2023,,,Collembola
TT ,nov,4,2,pitfall,collembola,poduromorpha,,,,4,adult,3,5.25.2023,6.1.2023,,,Collembola
TT ,nov,4,2,pitfall,insecta,coleoptera,carabidae,,,1,adult,2,5.25.2023,6.1.2023,,,Carabidae
TT ,nov,4,2,pitfall,arachnida,araneae,,,,5,adult,1,5.25.2023,6.1.2023,,,Araneae
TT ,nov,4,2,pitfall,insecta,coleoptera,carabidae,,,2,adult,2,5.25.2023,6.1.2023,,,Carabidae
TT ,nov,4,2,pitfall,insecta,coleoptera,staphylinidae,,,1,adult,1,5.25.2023,6.1.2023,,,Staphylinidae
TT ,nov,4,2,pitfall,insecta,coleoptera,staphylinidae,,,2,adult,1,5.25.2023,6.1.2023,,,Staphylinidae
TT ,nov,4,2,pitfall,insecta,coleoptera,staphylinidae,,,2,larvae,1,5.25.2023,6.1.2023,,,Predatory Larvae
TT ,nov,4,2,pitfall,diplopoda,spirobolida,,,,1,adult,3,5.25.2023,6.1.2023,,,Diplopoda
TT ,nov,4,2,pitfall,diplopoda,spirobolida,,,,2,adult,1,5.25.2023,6.1.2023,,,Diplopoda
TT ,nov,4,2,pitfall,insecta,coleoptera,carabidae,,,3,adult,1,5.25.2023,6.1.2023,,,Carabidae
TT ,nov,4,2,pitfall,insecta,coleoptera,elateridae,,,1,adult,1,5.25.2023,6.1.2023,,,Elateridae
TT ,nov,4,2,pitfall,acari,astigmata,acaridae,,,1,adult,877,5.25.2023,6.1.2023,,did not transfer to ethanol,Non-Oribatid Mites
TT ,nov,4,2,pitfall,acari,oribatida,,,,1,adult,401,5.25.2023,6.1.2023,,,Oribatid Mites
TT ,nov,4,2,pitfall,acari,oribatida,,,,2,adult,44,5.25.2023,6.1.2023,,,Oribatid Mites
TT ,bif,3,2,pitfall,insecta,coleoptera,elateridae,,,1,adult,3,5.25.2023,6.1.2023,,,Elateridae
TT ,bif,3,2,pitfall,insecta,coleoptera,carabidae,,,3,adult,3,5.25.2023,6.1.2023,,,Carabidae
TT ,bif,3,2,pitfall,collembola,entomobryromorpha,entomobryidae,,,1,adult,5,5.25.2023,6.1.2023,,,Collembola
TT ,bif,3,2,pitfall,insecta,hymenoptera,formicidae,,,1,adult,16,5.25.2023,6.1.2023,,,Formicidae
TT ,bif,3,2,pitfall,insecta,coleoptera,staphylinidae,,,1,adult,1,5.25.2023,6.1.2023,,,Staphylinidae
TT ,bif,3,2,pitfall,collembola,symphypleona,,,,3,adult,10,5.25.2023,6.1.2023,,,Collembola
TT ,bif,3,2,pitfall,diplopoda,spirobolida,,,,1,adult,2,5.25.2023,6.1.2023,,,Diplopoda
TT ,bif,3,2,pitfall,acari,mesostigmata,,,,2,adult,11,5.25.2023,6.1.2023,,,Predatory Mites
TT ,bif,3,2,pitfall,insecta,coleoptera,elateridae,,,1,adult,3,5.25.2023,6.1.2023,,,Elateridae
TT ,bif,3,2,pitfall,collembola,symphypleona,,,,2,adult,3,5.25.2023,6.1.2023,,,Collembola
TT ,bif,3,2,pitfall,collembola,poduromorpha,,,,4,adult,1,5.25.2023,6.1.2023,,,Collembola
TT ,bif,3,2,pitfall,insecta,coleoptera,carabidae,,,1,adult,1,5.25.2023,6.1.2023,,,Carabidae
TT ,bif,3,2,pitfall,insecta,coleoptera,staphylinidae,,,2,adult,1,5.25.2023,6.1.2023,,,Staphylinidae
TT ,bif,3,2,pitfall,acari,oribatida,,,,1,adult,369,5.25.2023,6.1.2023,,,Oribatid Mites
TT ,bif,3,2,pitfall,acari,astigmata,acaridae,,,1,adult,350,5.25.2023,6.1.2023,,,Non-Oribatid Mites
TT ,bif,3,2,pitfall,acari,oribatida,,,,2,adult,8,5.25.2023,6.1.2023,,,Oribatid Mites
TT ,combo,2,2,pitfall,insecta,hymenoptera,formicidae,,,1,adult,9,5.25.2023,6.1.2023,,,Formicidae
TT ,combo,2,2,pitfall,acari,mesostigmata,,,,2,adult,9,5.25.2023,6.1.2023,,,Predatory Mites
TT ,combo,2,2,pitfall,insecta,coleoptera,elateridae,,,1,adult,2,5.25.2023,6.1.2023,,,Elateridae
TT ,combo,2,2,pitfall,collembola,poduromorpha,,,,4,adult,3,5.25.2023,6.1.2023,,,Collembola
TT ,combo,2,2,pitfall,collembola,symphypleona,,,,3,adult,12,5.25.2023,6.1.2023,,,Collembola
TT ,combo,2,2,pitfall,collembola,entomobryromorpha,entomobryidae,,,1,adult,2,5.25.2023,6.1.2023,,,Collembola
TT ,combo,2,2,pitfall,acari,mesostigmata,,,,3,adult,1,5.25.2023,6.1.2023,,,Predatory Mites
TT ,combo,2,2,pitfall,collembola,symphypleona,,,,2,adult,3,5.25.2023,6.1.2023,,,Collembola
TT ,combo,2,2,pitfall,arachnida,araneae,,,,2,adult,1,5.25.2023,6.1.2023,,,Araneae
TT ,combo,2,2,pitfall,insecta,coleoptera,carabidae,,,4,adult,1,5.25.2023,6.1.2023,,,Carabidae
TT ,combo,2,2,pitfall,acari,astigmata,acaridae,,,1,adult,17,5.25.2023,6.1.2023,,,Non-Oribatid Mites
TT ,combo,2,2,pitfall,acari,oribatida,,,,1,adult,226,5.25.2023,6.1.2023,,,Oribatid Mites
TT ,combo,2,2,pitfall,acari,oribatida,,,,2,adult,18,5.25.2023,6.1.2023,,,Oribatid Mites
TT ,cloth,1,2,pitfall,insecta,hymenoptera,formicidae,,,1,adult,11,5.25.2023,6.1.2023,,,Formicidae
TT ,cloth,1,2,pitfall,acari,mesostigmata,,,,2,adult,22,5.25.2023,6.1.2023,,,Predatory Mites
TT ,cloth,1,2,pitfall,collembola,poduromorpha,,,,4,adult,2,5.25.2023,6.1.2023,,,Collembola
TT ,cloth,1,2,pitfall,acari,mesostigmata,,,,3,adult,3,5.25.2023,6.1.2023,,,Predatory Mites
TT ,cloth,1,2,pitfall,insecta,coleoptera,staphylinidae,,,2,adult,1,5.25.2023,6.1.2023,,,Staphylinidae
TT ,cloth,1,2,pitfall,collembola,entomobryromorpha,entomobryidae,,,1,adult,2,5.25.2023,6.1.2023,,,Collembola
TT ,cloth,1,2,pitfall,insecta,coleoptera,staphylinidae,,,5,adult,1,5.25.2023,6.1.2023,,,Staphylinidae
TT ,cloth,1,2,pitfall,collembola,symphypleona,,,,3,adult,13,5.25.2023,6.1.2023,,,Collembola
TT ,cloth,1,2,pitfall,collembola,symphypleona,,,,2,adult,2,5.25.2023,6.1.2023,,,Collembola
TT ,cloth,1,2,pitfall,diplopoda,spirobolida,,,,2,adult,2,5.25.2023,6.1.2023,,,Diplopoda
TT ,cloth,1,2,pitfall,arachnida,araneae,,,,2,adult,1,5.25.2023,6.1.2023,,,Araneae
TT ,cloth,1,2,pitfall,insecta,coleoptera,carabidae,,,2,adult,1,5.25.2023,6.1.2023,,,Carabidae
TT ,cloth,1,2,pitfall,arachnida,araneae,,,,1,adult,1,5.25.2023,6.1.2023,,,Araneae
TT ,cloth,1,2,pitfall,acari,astigmata,acaridae,,,1,adult,9,5.25.2023,6.1.2023,,,Non-Oribatid Mites
TT ,cloth,1,2,pitfall,acari,oribatida,,,,1,adult,245,5.25.2023,6.1.2023,,,Oribatid Mites
TT ,cloth,1,2,pitfall,acari,oribatida,,,,2,adult,77,5.25.2023,6.1.2023,,,Oribatid Mites
TT ,control,1,2,pitfall,collembola,entomobryromorpha,entomobryidae,,,1,adult,1,5.25.2023,6.1.2023,,,Collembola
TT ,control,1,2,pitfall,insecta,hymenoptera,formicidae,,,1,adult,8,5.25.2023,6.1.2023,,,Formicidae
TT ,control,1,2,pitfall,collembola,poduromorpha,,,,4,adult,1,5.25.2023,6.1.2023,,,Collembola
TT ,control,1,2,pitfall,collembola,symphypleona,,,,3,adult,8,5.25.2023,6.1.2023,,,Collembola
TT ,control,1,2,pitfall,insecta,coleoptera,staphylinidae,,,2,larvae,1,5.25.2023,6.1.2023,,,Predatory Larvae
TT ,control,1,2,pitfall,acari,mesostigmata,,,,2,adult,10,5.25.2023,6.1.2023,,,Predatory Mites
TT ,control,1,2,pitfall,acari,mesostigmata,,,,3,adult,2,5.25.2023,6.1.2023,,,Predatory Mites
TT ,control,1,2,pitfall,insecta,coleoptera,carabidae,,,5,larvae,2,5.25.2023,6.1.2023,,,Predatory Larvae
TT ,control,1,2,pitfall,arachnida,araneae,,,,3,adult,1,5.25.2023,6.1.2023,,,Araneae
TT ,control,1,2,pitfall,insecta,coleoptera,staphylinidae,,,1,adult,1,5.25.2023,6.1.2023,,,Staphylinidae
TT ,control,1,2,pitfall,diplopoda,spirobolida,,,,1,adult,1,5.25.2023,6.1.2023,,,Diplopoda
TT ,control,1,2,pitfall,acari,oribatida,,,,2,adult,1,5.25.2023,6.1.2023,,,Oribatid Mites
TT ,control,1,2,pitfall,acari,oribatida,,,,1,adult,293,5.25.2023,6.1.2023,,,Oribatid Mites
TT ,control,2,2,pitfall,acari,mesostigmata,,,,2,adult,17,5.25.2023,6.1.2023,,,Predatory Mites
TT ,control,2,2,pitfall,insecta,hymenoptera,formicidae,,,1,adult,18,5.25.2023,6.1.2023,,,Formicidae
TT ,control,2,2,pitfall,insecta,coleoptera,carabidae,,,5,larvae,3,5.25.2023,6.1.2023,,,Predatory Larvae
TT ,control,2,2,pitfall,collembola,entomobryromorpha,entomobryidae,,,1,adult,6,5.25.2023,6.1.2023,,,Collembola
TT ,control,2,2,pitfall,collembola,poduromorpha,,,,4,adult,5,5.25.2023,6.1.2023,,,Collembola
TT ,control,2,2,pitfall,collembola,symphypleona,,,,3,adult,5,5.25.2023,6.1.2023,,,Collembola
TT ,control,2,2,pitfall,collembola,symphypleona,,,,2,adult,2,5.25.2023,6.1.2023,,,Collembola
TT ,control,2,2,pitfall,arachnida,araneae,,,,2,adult,1,5.25.2023,6.1.2023,,,Araneae
TT ,control,2,2,pitfall,insecta,coleoptera,carabidae,,,1,adult,1,5.25.2023,6.1.2023,,,Carabidae
TT ,control,2,2,pitfall,insecta,coleoptera,carabidae,,,2,adult,1,5.25.2023,6.1.2023,,,Carabidae
TT ,control,2,2,pitfall,acari,mesostigmata,,,,3,adult,1,5.25.2023,6.1.2023,,,Predatory Mites
TT ,control,2,2,pitfall,collembola,symphypleona,,,,2,adult,3,5.25.2023,6.1.2023,,,Collembola
TT ,control,2,2,pitfall,arachnida,araneae,,,,4,adult,1,5.25.2023,6.1.2023,,,Araneae
TT ,control,2,2,pitfall,insecta,coleoptera,elateridae,,,1,adult,1,5.25.2023,6.1.2023,,,Elateridae
TT ,ace,3,2,pitfall,insecta,coleoptera,staphylinidae,,,1,adult,2,5.25.2023,6.1.2023,,,Staphylinidae
TT ,ace,3,2,pitfall,diplopoda,spirobolida,,,,1,adult,2,5.25.2023,6.1.2023,,,Diplopoda
TT ,control,2,2,pitfall,acari,oribatida,,,,1,adult,680,5.25.2023,6.1.2023,,,Oribatid Mites
TT ,control,2,2,pitfall,acari,oribatida,,,,2,adult,19,5.25.2023,6.1.2023,,,Oribatid Mites
TT ,control,2,2,pitfall,acari,astigmata,acaridae,,,1,adult,78,5.25.2023,6.1.2023,,,Non-Oribatid Mites
TT ,ace,3,2,pitfall,insecta,coleoptera,carabidae,,,6,larvae,1,5.25.2023,6.1.2023,,,Predatory Larvae
TT ,ace,3,2,pitfall,insecta,coleoptera,elateridae,,,1,adult,1,5.25.2023,6.1.2023,,,Elateridae
TT ,ace,3,2,pitfall,acari,mesostigmata,,,,2,adult,5,5.25.2023,6.1.2023,,,Predatory Mites
TT ,ace,3,2,pitfall,arachnida,araneae,,,,1,adult,4,5.25.2023,6.1.2023,,,Araneae
TT ,ace,3,2,pitfall,insecta,hymenoptera,formicidae,,,2,adult,1,5.25.2023,6.1.2023,,,Formicidae
TT ,ace,3,2,pitfall,insecta,coleoptera,carabidae,,,7,adult,1,5.25.2023,6.1.2023,,,Carabidae
TT ,ace,3,2,pitfall,insecta,hymenoptera,formicidae,,,1,adult,3,5.25.2023,6.1.2023,,,Formicidae
TT ,ace,3,2,pitfall,arachnida,araneae,,,,1,adult,1,5.25.2023,6.1.2023,,,Araneae
TT ,ace,3,2,pitfall,collembola,entomobryromorpha,entomobryidae,,,1,adult,2,5.25.2023,6.1.2023,,,Collembola
TT ,ace,3,2,pitfall,collembola,symphypleona,,,,3,adult,2,5.25.2023,6.1.2023,,,Collembola
TT ,ace,3,2,pitfall,collembola,poduromorpha,,,,4,adult,3,5.25.2023,6.1.2023,,,Collembola
TT ,ace,3,2,pitfall,acari,oribatida,,,,1,adult,782,5.25.2023,6.1.2023,,,Oribatid Mites
TT ,ace,3,2,pitfall,acari,oribatida,,,,2,adult,1,5.25.2023,6.1.2023,,,Oribatid Mites
TT ,ace,3,2,pitfall,acari,astigmata,acaridae,,,1,adult,395,5.25.2023,6.1.2023,,,Non-Oribatid Mites
TT ,control,4,2,pitfall,insecta,coleoptera,carabidae,,,1,adult,4,5.25.2023,6.1.2023,,,Carabidae
TT ,control,4,2,pitfall,insecta,coleoptera,elateridae,,,1,adult,1,5.25.2023,6.1.2023,,,Elateridae
TT ,control,4,2,pitfall,collembola,symphypleona,,,,3,adult,7,5.25.2023,6.1.2023,,,Collembola
TT ,control,4,2,pitfall,acari,mesostigmata,,,,3,adult,2,5.25.2023,6.1.2023,,,Predatory Mites
TT ,control,4,2,pitfall,acari,mesostigmata,,,,2,adult,10,5.25.2023,6.1.2023,,,Predatory Mites
TT ,control,4,2,pitfall,collembola,poduromorpha,,,,1,adult,1,5.25.2023,6.1.2023,,,Collembola
TT ,control,4,2,pitfall,collembola,symphypleona,,,,2,adult,3,5.25.2023,6.1.2023,,,Collembola
TT ,control,4,2,pitfall,insecta,coleoptera,carabidae,,,8,adult,2,5.25.2023,6.1.2023,,,Carabidae
TT ,control,4,2,pitfall,insecta,hymenoptera,formicidae,,,1,adult,4,5.25.2023,6.1.2023,,,Formicidae
TT ,control,4,2,pitfall,insecta,coleoptera,carabidae,,,6,larvae,3,5.25.2023,6.1.2023,,,Predatory Larvae
TT ,control,4,2,pitfall,collembola,entomobryromorpha,entomobryidae,,,1,adult,9,5.25.2023,6.1.2023,,,Collembola
TT ,control,4,2,pitfall,diplopoda,spirobolida,,,,2,adult,1,5.25.2023,6.1.2023,,,Diplopoda
TT ,control,4,2,pitfall,arachnida,araneae,,,,1,adult,2,5.25.2023,6.1.2023,,,Araneae
TT ,control,4,2,pitfall,insecta,coleoptera,carabidae,,,5,larvae,1,5.25.2023,6.1.2023,,,Predatory Larvae
